,Date,Sensor_ID,CO2_Room,CO_Room,H2_Room,Humidity_Room,PM05_Room,PM100_Room,PM10_Room,PM25_Room,PM40_Room,PM_Room_Typical_Size,PM_Total_Room,Temperature_Room,VOC_Room,VOC_Room_RAW,scenario_label,class,number_label,UV_Room,Interval_label,CO2_Room_Trend,CO_Room_Trend,H2_Room_Trend,PM05_Room_Trend,PM10_Room_Trend,PM25_Room_Trend,PM40_Room_Trend,PM100_Room_Trend,PM_Room_Typical_Size_Trend,VOC_Room_RAW_Trend
326,810,sensornode0007,787.4,8.25,22.05,42.8,25,0,4,0,0,0.51,29,25.19,340.6,14.73,H2,3,,,3,0.0933333333333333,0.906666666666667,0.48,-0.62,-0.413333333333333,0,0,0,0.306666666666667,0.58
327,810,sensornode0008,667.9,7.25,27.82,41.45,25,0,3,0,0,0.44,29,25.34,345.6,15.47,H2,3,,,3,-0.18,0.933333333333333,0.813333333333333,-0.793333333333333,-0.476666666666667,0,0,0,-0.363333333333333,0.526666666666667
328,820,sensornode0005,581.9,6.58,26.65,41.88,23,0,3,0,0,0.49,27,25.26,342.6,11.07,H2,3,,,3,0.323333333333333,0.933333333333333,0.6,-0.773333333333333,-0.54,0,0,0,-0.573333333333333,0.643333333333333
329,820,sensornode0006,589.9,10.89,29.55,33.48,21,0,3,0,0,0.48,25,20.39,346.8,11.78,H2,3,,,3,-0.576666666666667,0.933333333333333,0.68,-0.55,-0.316666666666667,0,0,0,0.566666666666667,0.256666666666667
330,820,sensornode0007,795.3,9.88,26.52,42.79,26,0,4,0,0,0.51,30,25.19,343.2,14.79,H2,3,,,3,0.0933333333333333,0.906666666666667,0.48,-0.62,-0.413333333333333,0,0,0,0.306666666666667,0.58
331,820,sensornode0008,631.5,8.66,29.73,41.4,24,0,3,0,0,0.43,28,25.35,348.2,15.44,H2,3,,,3,-0.18,0.933333333333333,0.813333333333333,-0.793333333333333,-0.476666666666667,0,0,0,-0.363333333333333,0.526666666666667
332,830,sensornode0005,581.9,7.76,28.1,41.85,23,0,3,0,0,0.5,27,25.28,345,11.02,H2,3,,,3,0.323333333333333,0.933333333333333,0.6,-0.773333333333333,-0.54,0,0,0,-0.573333333333333,0.643333333333333
333,830,sensornode0006,589.4,10.89,29.55,41.85,21,0,3,0,0,0.49,24,25.49,347,11.77,H2,3,,,3,-0.576666666666667,0.933333333333333,0.68,-0.55,-0.316666666666667,0,0,0,0.566666666666667,0.256666666666667
334,830,sensornode0007,794.6,9.88,26.52,42.79,27,0,4,0,0,0.51,31,25.19,344.4,14.79,H2,3,,,3,0.0933333333333333,0.906666666666667,0.48,-0.62,-0.413333333333333,0,0,0,0.306666666666667,0.58
335,830,sensornode0008,641,8.66,29.73,41.4,23,0,3,0,0,0.43,26,25.37,349.6,15.44,H2,3,,,3,-0.18,0.933333333333333,0.813333333333333,-0.793333333333333,-0.476666666666667,0,0,0,-0.363333333333333,0.526666666666667
336,840,sensornode0005,571,7.76,28.1,41.84,22,0,3,0,0,0.5,26,25.29,346.6,11.09,H2,3,,,3,0.323333333333333,0.933333333333333,0.6,-0.773333333333333,-0.54,0,0,0,-0.573333333333333,0.643333333333333
337,840,sensornode0006,588.3,11.16,29.4,41.85,21,0,3,0,0,0.48,25,25.5,347,11.69,H2,3,,,3,-0.576666666666667,0.933333333333333,0.68,-0.55,-0.316666666666667,0,0,0,0.566666666666667,0.256666666666667
338,840,sensornode0007,784.7,10.68,25.91,42.79,28,0,4,0,0,0.51,33,25.21,345,14.74,H2,3,,,3,0.0933333333333333,0.906666666666667,0.48,-0.62,-0.413333333333333,0,0,0,0.306666666666667,0.58
339,840,sensornode0008,645.2,9.64,29.97,41.39,24,0,3,0,0,0.43,27,25.38,350,15.4,H2,3,,,3,-0.18,0.933333333333333,0.813333333333333,-0.793333333333333,-0.476666666666667,0,0,0,-0.363333333333333,0.526666666666667
340,850,sensornode0005,565.7,8.23,28.1,41.84,21,0,3,0,0,0.49,25,25.27,347,10.99,H2,3,,,3,0.323333333333333,0.933333333333333,0.6,-0.773333333333333,-0.54,0,0,0,-0.573333333333333,0.643333333333333
341,850,sensornode0006,589,11.16,29.4,41.84,20,0,3,0,0,0.49,24,25.5,346.2,11.63,H2,3,,,3,-0.576666666666667,0.933333333333333,0.68,-0.55,-0.316666666666667,0,0,0,0.566666666666667,0.256666666666667
342,850,sensornode0007,776.2,10.68,25.91,42.76,29,0,4,0,0,0.51,34,25.21,345,14.73,H2,3,,,3,0.0933333333333333,0.906666666666667,0.48,-0.62,-0.413333333333333,0,0,0,0.306666666666667,0.58
343,850,sensornode0008,649.6,9.64,29.97,41.38,24,0,3,0,0,0.43,27,25.39,350,15.38,H2,3,,,3,-0.18,0.933333333333333,0.813333333333333,-0.793333333333333,-0.476666666666667,0,0,0,-0.363333333333333,0.526666666666667
344,860,sensornode0005,565.6,8.23,28.1,41.85,20,0,3,0,0,0.49,23,25.3,347,11,H2,3,,,3,0.323333333333333,0.933333333333333,0.6,-0.773333333333333,-0.54,0,0,0,-0.573333333333333,0.643333333333333
345,860,sensornode0006,589,11.34,28.84,41.83,21,0,3,0,0,0.49,24,25.51,346,11.73,H2,3,,,3,-0.576666666666667,0.933333333333333,0.68,-0.55,-0.316666666666667,0,0,0,0.566666666666667,0.256666666666667
346,860,sensornode0007,780.9,12.14,25.81,42.75,29,0,4,0,0,0.52,33,25.22,345,14.82,H2,3,,,3,0.0933333333333333,0.906666666666667,0.48,-0.62,-0.413333333333333,0,0,0,0.306666666666667,0.58
347,860,sensornode0008,685.9,10.33,29.97,41.36,21,0,3,0,0,0.43,25,25.39,350,15.32,H2,3,,,3,-0.18,0.933333333333333,0.813333333333333,-0.793333333333333,-0.476666666666667,0,0,0,-0.363333333333333,0.526666666666667
348,870,sensornode0005,565.7,8.95,27.48,41.83,20,0,3,0,0,0.5,23,25.31,346.8,10.96,H2,3,,,3,0.323333333333333,0.933333333333333,0.6,-0.773333333333333,-0.54,0,0,0,-0.573333333333333,0.643333333333333
349,870,sensornode0006,589,11.34,28.84,41.82,21,0,3,0,0,0.49,24,25.52,349.8,13.71,H2,3,,,3,-0.576666666666667,0.933333333333333,0.68,-0.55,-0.316666666666667,0,0,0,0.566666666666667,0.256666666666667
350,870,sensornode0007,787.2,12.14,25.81,42.75,28,0,4,0,0,0.52,33,25.23,345,14.67,H2,3,,,3,0.0933333333333333,0.906666666666667,0.48,-0.62,-0.413333333333333,0,0,0,0.306666666666667,0.58
351,870,sensornode0008,681.7,10.33,29.97,41.33,22,0,3,0,0,0.43,25,25.41,349.6,15.38,H2,3,,,3,-0.18,0.933333333333333,0.813333333333333,-0.793333333333333,-0.476666666666667,0,0,0,-0.363333333333333,0.526666666666667
352,880,sensornode0005,565.9,8.95,27.48,41.81,22,0,3,0,0,0.5,25,25.31,346,10.93,H2,3,,,3,0.323333333333333,0.933333333333333,0.6,-0.773333333333333,-0.54,0,0,0,-0.573333333333333,0.643333333333333
353,880,sensornode0006,588.1,12.08,30.61,41.83,21,0,3,0,0,0.5,25,25.52,355.4,13.47,H2,4,,,3,-0.576666666666667,0.933333333333333,0.68,-0.55,-0.316666666666667,0,0,0,0.566666666666667,0.256666666666667
354,880,sensornode0007,789.4,11.87,24.52,42.74,26,0,4,0,0,0.52,30,25.23,344.2,14.66,H2,3,,,3,0.0933333333333333,0.906666666666667,0.48,-0.62,-0.413333333333333,0,0,0,0.306666666666667,0.58
355,880,sensornode0008,673.8,10.21,29.38,41.32,23,0,3,0,0,0.44,26,25.42,349,15.41,H2,3,,,3,-0.18,0.933333333333333,0.813333333333333,-0.793333333333333,-0.476666666666667,0,0,0,-0.363333333333333,0.526666666666667
356,890,sensornode0005,568.6,8.89,27,41.79,22,0,3,0,0,0.49,26,25.33,346,11.22,H2,3,,,3,0.323333333333333,0.933333333333333,0.6,-0.773333333333333,-0.54,0,0,0,-0.573333333333333,0.643333333333333
357,890,sensornode0006,586.5,12.08,30.61,41.83,21,0,3,0,0,0.5,24,25.53,357.6,13.44,H2,4,,,3,-0.576666666666667,0.933333333333333,0.68,-0.55,-0.316666666666667,0,0,0,0.566666666666667,0.256666666666667
358,890,sensornode0007,801.5,11.87,24.52,42.74,25,0,4,0,0,0.52,29,25.25,344.8,15.81,H2,3,,,3,0.0933333333333333,0.906666666666667,0.48,-0.62,-0.413333333333333,0,0,0,0.306666666666667,0.58
359,890,sensornode0008,673.2,10.21,29.38,41.28,22,0,3,0,0,0.44,25,25.44,352.4,17.51,H2,3,,,3,-0.18,0.933333333333333,0.813333333333333,-0.793333333333333,-0.476666666666667,0,0,0,-0.363333333333333,0.526666666666667
360,900,sensornode0005,568.9,8.89,27,41.76,22,0,3,0,0,0.49,26,25.35,349.2,12.24,H2,3,,,3,0.323333333333333,0.933333333333333,0.6,-0.773333333333333,-0.54,0,0,0,-0.573333333333333,0.643333333333333
361,900,sensornode0006,582,13.66,40.18,41.82,20,0,3,0,0,0.5,23,25.53,359.2,13.51,H2,4,,,3,-0.576666666666667,0.933333333333333,0.68,-0.55,-0.316666666666667,0,0,0,0.566666666666667,0.256666666666667
362,900,sensornode0007,808.9,11.96,23.6,42.73,23,0,3,0,0,0.52,27,25.25,350,17.13,H2,3,,,3,0.0933333333333333,0.906666666666667,0.48,-0.62,-0.413333333333333,0,0,0,0.306666666666667,0.58
363,900,sensornode0008,642.8,10.66,37.49,41.31,21,0,3,0,0,0.44,24,25.43,358,17.78,H2,4,,,3,-0.18,0.933333333333333,0.813333333333333,-0.793333333333333,-0.476666666666667,0,0,0,-0.363333333333333,0.526666666666667
364,910,sensornode0005,573.3,9.43,34.52,41.74,22,0,3,0,0,0.49,26,25.35,354.4,12.62,H2,4,,,3,0.323333333333333,0.933333333333333,0.6,-0.773333333333333,-0.54,0,0,0,-0.573333333333333,0.643333333333333
365,910,sensornode0006,583,13.66,40.18,41.81,19,0,3,0,0,0.51,22,25.54,360,13.44,H2,4,,,3,-0.576666666666667,0.933333333333333,0.68,-0.55,-0.316666666666667,0,0,0,0.566666666666667,0.256666666666667
366,910,sensornode0007,810.4,11.96,23.6,42.76,22,0,3,0,0,0.52,26,25.24,353.2,16.97,H2,4,,,3,0.0933333333333333,0.906666666666667,0.48,-0.62,-0.413333333333333,0,0,0,0.306666666666667,0.58
367,910,sensornode0008,655.2,10.66,37.49,41.29,22,0,3,0,0,0.44,25,25.44,361.2,17.75,H2,4,,,3,-0.18,0.933333333333333,0.813333333333333,-0.793333333333333,-0.476666666666667,0,0,0,-0.363333333333333,0.526666666666667
368,920,sensornode0005,571.5,9.43,34.52,41.73,21,0,3,0,0,0.48,24,25.36,357,12.57,H2,4,,,3,0.323333333333333,0.933333333333333,0.6,-0.773333333333333,-0.54,0,0,0,-0.573333333333333,0.643333333333333
369,920,sensornode0006,582.7,14.52,41.03,41.82,17,0,2,0,0,0.51,20,25.54,360,13.46,H2,4,,,3,-0.576666666666667,0.933333333333333,0.68,-0.55,-0.316666666666667,0,0,0,0.566666666666667,0.256666666666667
370,920,sensornode0007,805.1,13.76,33.94,42.75,24,0,3,0,0,0.52,28,25.26,354.8,16.69,H2,4,,,3,0.0933333333333333,0.906666666666667,0.48,-0.62,-0.413333333333333,0,0,0,0.306666666666667,0.58
371,920,sensornode0008,672.1,11.92,43.45,41.29,21,0,3,0,0,0.45,24,25.45,362.8,17.76,H2,4,,,3,-0.18,0.933333333333333,0.813333333333333,-0.793333333333333,-0.476666666666667,0,0,0,-0.363333333333333,0.526666666666667
372,930,sensornode0005,575.1,10.8,35.79,41.75,20,0,3,0,0,0.47,23,25.36,358.6,12.62,H2,4,,,3,0.323333333333333,0.933333333333333,0.6,-0.773333333333333,-0.54,0,0,0,-0.573333333333333,0.643333333333333
373,930,sensornode0006,583.3,14.52,41.03,41.83,16,0,2,0,0,0.51,19,25.54,360,13.38,H2,4,,,3,-0.576666666666667,0.933333333333333,0.68,-0.55,-0.316666666666667,0,0,0,0.566666666666667,0.256666666666667
374,930,sensornode0007,803.7,13.76,33.94,42.72,25,0,4,0,0,0.52,29,25.27,355,16.66,H2,4,,,3,0.0933333333333333,0.906666666666667,0.48,-0.62,-0.413333333333333,0,0,0,0.306666666666667,0.58
375,930,sensornode0008,675.9,11.92,43.45,41.29,20,0,2,0,0,0.44,22,25.45,363.8,17.75,H2,4,,,3,-0.18,0.933333333333333,0.813333333333333,-0.793333333333333,-0.476666666666667,0,0,0,-0.363333333333333,0.526666666666667
376,940,sensornode0005,575.3,10.8,35.79,41.73,21,0,3,0,0,0.47,25,25.37,359,12.6,H2,4,,,3,0.323333333333333,0.933333333333333,0.6,-0.773333333333333,-0.54,0,0,0,-0.573333333333333,0.643333333333333
377,940,sensornode0006,583.8,14.87,40.86,41.81,15,0,2,0,0,0.51,18,25.56,359.6,13.32,H2,4,,,3,-0.576666666666667,0.933333333333333,0.68,-0.55,-0.316666666666667,0,0,0,0.566666666666667,0.256666666666667
378,940,sensornode0007,772.5,14.69,33.13,42.72,25,0,4,0,0,0.52,29,25.28,355,16.79,H2,4,,,3,0.0933333333333333,0.906666666666667,0.48,-0.62,-0.413333333333333,0,0,0,0.306666666666667,0.58
379,940,sensornode0008,679,12.36,44.91,41.3,19,0,2,0,0,0.44,22,25.46,364,17.73,H2,4,,,3,-0.18,0.933333333333333,0.813333333333333,-0.793333333333333,-0.476666666666667,0,0,0,-0.363333333333333,0.526666666666667
380,950,sensornode0005,575.9,11.49,35.61,41.74,21,0,3,0,0,0.47,25,25.37,360,12.61,H2,4,,,3,0.323333333333333,0.933333333333333,0.6,-0.773333333333333,-0.54,0,0,0,-0.573333333333333,0.643333333333333
381,950,sensornode0006,585.1,14.87,40.86,41.79,14,0,2,0,0,0.5,17,25.55,358.8,13.22,H2,4,,,3,-0.576666666666667,0.933333333333333,0.68,-0.55,-0.316666666666667,0,0,0,0.566666666666667,0.256666666666667
382,950,sensornode0007,794.2,14.69,33.13,42.68,24,0,3,0,0,0.52,28,25.29,355,16.77,H2,4,,,3,0.0933333333333333,0.906666666666667,0.48,-0.62,-0.413333333333333,0,0,0,0.306666666666667,0.58
383,950,sensornode0008,674.8,12.36,44.91,41.27,18,0,2,0,0,0.43,21,25.46,364,17.56,H2,4,,,3,-0.18,0.933333333333333,0.813333333333333,-0.793333333333333,-0.476666666666667,0,0,0,-0.363333333333333,0.526666666666667
384,960,sensornode0005,576.8,11.49,35.61,41.72,20,0,3,0,0,0.47,23,25.39,359.6,12.59,H2,4,,,3,0.323333333333333,0.933333333333333,0.6,-0.773333333333333,-0.54,0,0,0,-0.573333333333333,0.643333333333333
385,960,sensornode0006,586,15.1,40.43,41.82,16,0,2,0,0,0.5,18,25.56,358,13.35,H2,4,,,3,-0.576666666666667,0.933333333333333,0.68,-0.55,-0.316666666666667,0,0,0,0.566666666666667,0.256666666666667
386,960,sensornode0007,804.8,15.27,31.45,42.69,22,0,3,0,0,0.51,26,25.3,355,16.74,H2,4,,,3,0.0933333333333333,0.906666666666667,0.48,-0.62,-0.413333333333333,0,0,0,0.306666666666667,0.58
387,960,sensornode0008,662.2,12.75,45.41,41.26,16,0,2,0,0,0.43,19,25.48,364,17.67,H2,4,,,3,-0.18,0.933333333333333,0.813333333333333,-0.793333333333333,-0.476666666666667,0,0,0,-0.363333333333333,0.526666666666667
388,970,sensornode0005,574.7,11.79,34.69,41.71,18,0,2,0,0,0.48,21,25.4,359,12.51,H2,4,,,3,0.323333333333333,0.933333333333333,0.6,-0.773333333333333,-0.54,0,0,0,-0.573333333333333,0.643333333333333
389,970,sensornode0006,585,15.1,40.43,41.81,16,0,2,0,0,0.5,19,25.56,358,13.24,H2,4,,,3,-0.576666666666667,0.933333333333333,0.68,-0.55,-0.316666666666667,0,0,0,0.566666666666667,0.256666666666667
390,970,sensornode0007,805.7,15.27,31.45,42.69,22,0,3,0,0,0.51,25,25.3,355,16.69,H2,4,,,3,0.0933333333333333,0.906666666666667,0.48,-0.62,-0.413333333333333,0,0,0,0.306666666666667,0.58
391,970,sensornode0008,659.9,12.75,45.41,41.23,14,0,2,0,0,0.43,16,25.49,363.2,17.63,H2,4,,,3,-0.18,0.933333333333333,0.813333333333333,-0.793333333333333,-0.476666666666667,0,0,0,-0.363333333333333,0.526666666666667
392,980,sensornode0005,577.3,11.79,34.69,41.69,18,0,2,0,0,0.48,21,25.41,359,12.59,H2,4,,,3,0.323333333333333,0.933333333333333,0.6,-0.773333333333333,-0.54,0,0,0,-0.573333333333333,0.643333333333333
393,980,sensornode0006,588.1,15.07,40.34,41.79,15,0,2,0,0,0.49,18,25.58,356.8,12.82,H2,4,,,3,-0.576666666666667,0.933333333333333,0.68,-0.55,-0.316666666666667,0,0,0,0.566666666666667,0.256666666666667
394,980,sensornode0007,801.8,15.37,30.24,42.66,22,0,3,0,0,0.51,26,25.32,354.8,16.68,H2,4,,,3,0.0933333333333333,0.906666666666667,0.48,-0.62,-0.413333333333333,0,0,0,0.306666666666667,0.58
395,980,sensornode0008,650,12.91,45.67,41.23,16,0,2,0,0,0.43,18,25.5,363,17.67,H2,4,,,3,-0.18,0.933333333333333,0.813333333333333,-0.793333333333333,-0.476666666666667,0,0,0,-0.363333333333333,0.526666666666667
396,990,sensornode0005,577.6,11.91,34.17,41.69,18,0,2,0,0,0.48,21,25.41,358.2,12.5,H2,4,,,3,0.323333333333333,0.933333333333333,0.6,-0.773333333333333,-0.54,0,0,0,-0.573333333333333,0.643333333333333
397,990,sensornode0006,591.7,15.07,40.34,41.56,32,0,5,0,0,0.5,38,25.51,339.4,7.04,H2,4,,,3,-0.576666666666667,0.933333333333333,0.68,-0.55,-0.316666666666667,0,0,0,0.566666666666667,0.256666666666667
398,990,sensornode0007,802.4,15.37,30.24,42.65,21,0,3,0,0,0.5,24,25.32,354,16.73,H2,4,,,3,0.0933333333333333,0.906666666666667,0.48,-0.62,-0.413333333333333,0,0,0,0.306666666666667,0.58
399,990,sensornode0008,657.5,12.91,45.67,41.21,16,0,2,0,0,0.43,18,25.49,363,17.65,H2,4,,,3,-0.18,0.933333333333333,0.813333333333333,-0.793333333333333,-0.476666666666667,0,0,0,-0.363333333333333,0.526666666666667
400,1000,sensornode0005,577.8,11.91,34.17,41.71,18,0,2,0,0,0.48,21,25.41,357.2,11.96,H2,4,,,4,0.336666666666667,-0.696666666666667,-0.87,0.66,0.69,0.366666666666667,0.3,0.296666666666667,0.34,-0.16
401,1000,sensornode0006,589.9,13.92,29.86,41.44,59,0,9,0,0,0.5,68,25.44,317.4,4.02,H2,4,,,4,0.543333333333333,-0.523333333333333,-0.676666666666667,0.523333333333333,0.516666666666667,0.433333333333333,0.44,0.436666666666667,0.346666666666667,0.22
402,1000,sensornode0007,802.8,15.35,29.56,42.64,21,0,3,0,0,0.5,24,25.34,354,16.63,H2,4,,,4,0.286666666666667,-0.68,-0.8,0.82,0.806666666666667,0.353333333333333,0.29,0.283333333333333,0.73,-0.15
403,1000,sensornode0008,609.1,13.09,45.67,41.14,27,0,3,0,0,0.43,31,25.33,350.6,10.92,H2,4,,,4,0.466666666666667,-0.583333333333333,-0.81,0.65,0.67,0.366666666666667,0.366666666666667,0.356666666666667,0.513333333333333,-0.04
404,1010,sensornode0005,582,11.91,33.82,41.65,20,0,3,0,0,0.48,24,25.36,348.8,10,H2,4,,,4,0.336666666666667,-0.696666666666667,-0.87,0.66,0.69,0.366666666666667,0.3,0.296666666666667,0.34,-0.16
405,1010,sensornode0006,590.7,13.92,29.86,41.63,71,0,11,0,0,0.49,83,25.36,265.4,2.14,Ventilation,1,,,4,0.543333333333333,-0.523333333333333,-0.676666666666667,0.523333333333333,0.516666666666667,0.433333333333333,0.44,0.436666666666667,0.346666666666667,0.22
406,1010,sensornode0007,803.4,15.35,29.56,42.5,26,0,4,0,0,0.5,30,25.3,347.4,12.28,H2,4,,,4,0.286666666666667,-0.68,-0.8,0.82,0.806666666666667,0.353333333333333,0.29,0.283333333333333,0.73,-0.15
407,1010,sensornode0008,576.2,13.09,45.67,41.59,63,0,9,0,0,0.44,73,24.85,320.8,5.26,H2,4,,,4,0.466666666666667,-0.583333333333333,-0.81,0.65,0.67,0.366666666666667,0.366666666666667,0.356666666666667,0.513333333333333,-0.04
408,1020,sensornode0005,580.6,11.91,33.82,41.51,29,0,4,0,0,0.48,33,25.3,331,6.79,H2,4,,,4,0.336666666666667,-0.696666666666667,-0.87,0.66,0.69,0.366666666666667,0.3,0.296666666666667,0.34,-0.16
409,1020,sensornode0006,591.1,8.14,5.89,41.83,77,0,12,0,0,0.49,90,25.33,209.2,1.14,Ventilation,1,,,4,0.543333333333333,-0.523333333333333,-0.676666666666667,0.523333333333333,0.516666666666667,0.433333333333333,0.44,0.436666666666667,0.346666666666667,0.22
410,1020,sensornode0007,770.1,14.43,18.26,42.29,51,0,8,0,0,0.5,59,25.23,329.2,6.84,H2,4,,,4,0.286666666666667,-0.68,-0.8,0.82,0.806666666666667,0.353333333333333,0.29,0.283333333333333,0.73,-0.15
411,1020,sensornode0008,589.2,9.81,8.88,42.41,73,0,10,0,0,0.44,84,24.5,274.8,2.75,Ventilation,1,,,4,0.466666666666667,-0.583333333333333,-0.81,0.65,0.67,0.366666666666667,0.366666666666667,0.356666666666667,0.513333333333333,-0.04
412,1030,sensornode0005,576.9,8.53,12.59,41.48,46,0,7,0,0,0.49,53,25.24,314.4,4.05,Ventilation,1,,,4,0.336666666666667,-0.696666666666667,-0.87,0.66,0.69,0.366666666666667,0.3,0.296666666666667,0.34,-0.16
413,1030,sensornode0006,590.6,8.14,5.89,41.91,81,0,12,0,0,0.5,94,25.29,164.6,0.64,Ventilation,1,,,4,0.543333333333333,-0.523333333333333,-0.676666666666667,0.523333333333333,0.516666666666667,0.433333333333333,0.44,0.436666666666667,0.346666666666667,0.22
414,1030,sensornode0007,757.9,14.43,18.26,42.32,64,0,10,0,0,0.5,75,25.19,303.6,3.74,Ventilation,1,,,4,0.286666666666667,-0.68,-0.8,0.82,0.806666666666667,0.353333333333333,0.29,0.283333333333333,0.73,-0.15
415,1030,sensornode0008,545.8,9.81,8.88,43.09,81,0,11,0,0,0.44,93,24.29,213.8,1.39,Ventilation,1,,,4,0.466666666666667,-0.583333333333333,-0.81,0.65,0.67,0.366666666666667,0.366666666666667,0.356666666666667,0.513333333333333,-0.04
416,1040,sensornode0005,568.9,8.53,12.59,41.59,57,0,9,0,0,0.5,67,25.2,264,2.15,Ventilation,1,,,4,0.336666666666667,-0.696666666666667,-0.87,0.66,0.69,0.366666666666667,0.3,0.296666666666667,0.34,-0.16
417,1040,sensornode0006,591.5,3.96,2.88,41.88,79,0,12,0,0,0.5,92,25.26,131.6,0.3,Ventilation,1,,,4,0.543333333333333,-0.523333333333333,-0.676666666666667,0.523333333333333,0.516666666666667,0.433333333333333,0.44,0.436666666666667,0.346666666666667,0.22
418,1040,sensornode0007,778,10.5,3.62,42.48,70,0,11,0,0,0.5,81,25.14,245.2,1.84,Ventilation,1,,,4,0.286666666666667,-0.68,-0.8,0.82,0.806666666666667,0.353333333333333,0.29,0.283333333333333,0.73,-0.15
419,1040,sensornode0008,614.5,5.58,3.68,43.53,81,0,11,0,0,0.44,93,24.19,166.4,0.74,Ventilation,1,,,4,0.466666666666667,-0.583333333333333,-0.81,0.65,0.67,0.366666666666667,0.366666666666667,0.356666666666667,0.513333333333333,-0.04
420,1050,sensornode0005,566,5.14,4.72,41.73,67,0,10,0,0,0.49,78,25.18,208.2,1.1,Ventilation,1,,,4,0.336666666666667,-0.696666666666667,-0.87,0.66,0.69,0.366666666666667,0.3,0.296666666666667,0.34,-0.16
421,1050,sensornode0006,591.1,3.96,2.88,42.25,77,0,12,0,0,0.51,90,25.23,108.2,0.16,Ventilation,1,,,4,0.543333333333333,-0.523333333333333,-0.676666666666667,0.523333333333333,0.516666666666667,0.433333333333333,0.44,0.436666666666667,0.346666666666667,0.22
422,1050,sensornode0007,782.9,10.5,3.62,42.61,75,0,11,0,0,0.49,87,25.15,191.4,0.82,Ventilation,1,,,4,0.286666666666667,-0.68,-0.8,0.82,0.806666666666667,0.353333333333333,0.29,0.283333333333333,0.73,-0.15
423,1050,sensornode0008,618,5.58,3.68,43.67,79,0,11,0,0,0.43,90,24.03,132.6,0.41,Ventilation,1,,,4,0.466666666666667,-0.583333333333333,-0.81,0.65,0.67,0.366666666666667,0.366666666666667,0.356666666666667,0.513333333333333,-0.04
424,1060,sensornode0005,552,5.14,4.72,41.8,72,0,11,0,0,0.49,84,25.13,163.6,0.57,Ventilation,1,,,4,0.336666666666667,-0.696666666666667,-0.87,0.66,0.69,0.366666666666667,0.3,0.296666666666667,0.34,-0.16
425,1060,sensornode0006,590.5,1.71,2,42.52,76,0,12,0,0,0.51,89,25.18,92.2,0.11,Ventilation,1,,,4,0.543333333333333,-0.523333333333333,-0.676666666666667,0.523333333333333,0.516666666666667,0.433333333333333,0.44,0.436666666666667,0.346666666666667,0.22
426,1060,sensornode0007,786.6,4.52,1.57,42.55,79,0,12,0,0,0.49,92,25.15,149.2,0.38,Ventilation,1,,,4,0.286666666666667,-0.68,-0.8,0.82,0.806666666666667,0.353333333333333,0.29,0.283333333333333,0.73,-0.15
427,1060,sensornode0008,653.3,3.04,2.27,44.11,81,0,11,0,0,0.43,93,23.95,109.2,0.23,Ventilation,1,,,4,0.466666666666667,-0.583333333333333,-0.81,0.65,0.67,0.366666666666667,0.366666666666667,0.356666666666667,0.513333333333333,-0.04
428,1070,sensornode0005,542.5,2.09,2.91,41.85,77,0,12,0,0,0.5,90,25.09,130.6,0.31,Ventilation,1,,,4,0.336666666666667,-0.696666666666667,-0.87,0.66,0.69,0.366666666666667,0.3,0.296666666666667,0.34,-0.16
429,1070,sensornode0006,586.7,1.71,2,42.59,77,0,12,0,0,0.52,90,25.14,81.8,0.08,Ventilation,1,,,4,0.543333333333333,-0.523333333333333,-0.676666666666667,0.523333333333333,0.516666666666667,0.433333333333333,0.44,0.436666666666667,0.346666666666667,0.22
430,1070,sensornode0007,787.5,4.52,1.57,42.67,82,0,13,0,0,0.49,95,25.1,118.2,0.13,Ventilation,1,,,4,0.286666666666667,-0.68,-0.8,0.82,0.806666666666667,0.353333333333333,0.29,0.283333333333333,0.73,-0.15
431,1070,sensornode0008,652.2,3.04,2.27,44.71,83,0,11,0,0,0.43,95,23.87,93.6,0.17,Ventilation,1,,,4,0.466666666666667,-0.583333333333333,-0.81,0.65,0.67,0.366666666666667,0.366666666666667,0.356666666666667,0.513333333333333,-0.04
432,1080,sensornode0005,542.5,2.09,2.91,42.2,81,0,12,0,0,0.5,94,25.05,108,0.18,Ventilation,1,,,4,0.336666666666667,-0.696666666666667,-0.87,0.66,0.69,0.366666666666667,0.3,0.296666666666667,0.34,-0.16
433,1080,sensornode0006,584.6,0.47,1.56,42.86,77,0,12,0,0,0.51,90,25.09,75,0.03,Ventilation,1,,,4,0.543333333333333,-0.523333333333333,-0.676666666666667,0.523333333333333,0.516666666666667,0.433333333333333,0.44,0.436666666666667,0.346666666666667,0.22
434,1080,sensornode0007,779.5,1.85,1.04,43.06,80,0,12,0,0,0.5,93,25.06,96.6,0.03,Ventilation,1,,,4,0.286666666666667,-0.68,-0.8,0.82,0.806666666666667,0.353333333333333,0.29,0.283333333333333,0.73,-0.15
435,1080,sensornode0008,621.8,1.84,1.67,44.78,84,0,12,0,0,0.43,96,23.77,83.4,0.12,Ventilation,1,,,4,0.466666666666667,-0.583333333333333,-0.81,0.65,0.67,0.366666666666667,0.366666666666667,0.356666666666667,0.513333333333333,-0.04
436,1090,sensornode0005,538.8,0.75,2.1,42.39,80,0,12,0,0,0.49,93,25.04,92.6,0.11,Ventilation,1,,,4,0.336666666666667,-0.696666666666667,-0.87,0.66,0.69,0.366666666666667,0.3,0.296666666666667,0.34,-0.16
